sent_id,id,form,lemma,upostag,xpostag,feats,head,deprel,deps,misc,anim,gender,number,pronoun_person,hero,uuid,head_uuid
1,1,Спасибо,спасибо,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Neut'), ('Number', 'Sing')])",0,root,,"OrderedDict([('SpaceAfter', 'No')])",0,nan,Sing,nan,0,11,10
1,2,",",",",PUNCT,,nan,4,punct,,,0,nan,nan,nan,0,12,14
1,3,что,что,SCONJ,,nan,4,mark,,,0,nan,nan,nan,0,13,14
1,4,скачали,скачать,VERB,,"OrderedDict([('Aspect', 'Perf'), ('Mood', 'Ind'), ('Number', 'Plur'), ('Tense', 'Past'), ('VerbForm', 'Fin'), ('Voice', 'Act')])",1,acl,,,0,nan,Plur,nan,0,14,11
1,5,книгу,книга,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Fem'), ('Number', 'Sing')])",4,obj,,,0,Fem,Sing,nan,0,15,14
1,6,в,в,ADP,,nan,9,case,,,0,nan,nan,nan,0,16,19
1,7,бесплатной,бесплатный,ADJ,,"OrderedDict([('Case', 'Loc'), ('Degree', 'Pos'), ('Gender', 'Fem'), ('Number', 'Sing')])",9,amod,,,0,Fem,Sing,nan,0,17,19
1,8,электронной,электронный,ADJ,,"OrderedDict([('Case', 'Loc'), ('Degree', 'Pos'), ('Gender', 'Fem'), ('Number', 'Sing')])",9,amod,,,0,Fem,Sing,nan,0,18,19
1,9,библиотеке,библиотека,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Loc'), ('Gender', 'Fem'), ('Number', 'Sing')])",4,obl,,,0,Fem,Sing,nan,0,19,14
1,10,Royallib.ru:,royallib.ru:,PUNCT,,nan,4,obj,,,0,nan,nan,nan,0,110,14
1,11,http://royallib.ru,http://royallib.ru,X,,"OrderedDict([('Foreign', 'Yes')])",10,flat:foreign,,"OrderedDict([('SpacesAfter', '\\n\\n')])",0,nan,nan,nan,0,111,110
1,12,Все,весь,DET,,"OrderedDict([('Case', 'Nom'), ('Number', 'Plur')])",13,det,,,0,nan,Plur,nan,0,112,113
1,13,книги,книга,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Fem'), ('Number', 'Plur')])",4,nsubj,,,0,Fem,Plur,nan,0,113,14
1,14,автора,автор,NOUN,,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Sing')])",13,nmod,,"OrderedDict([('SpaceAfter', 'No')])",1,Masc,Sing,nan,0,114,113
1,15,:,:,PUNCT,,nan,13,punct,,,0,nan,nan,nan,0,115,113
1,16,http://royallib.ru/author/panteleev_leonid.html,http://royallib.ru/author/panteleev_leonid.html,NOUN,,nan,13,parataxis,,"OrderedDict([('SpacesAfter', '\\n\\n')])",0,nan,nan,nan,0,116,113
1,17,Эта,этот,DET,,"OrderedDict([('Case', 'Nom'), ('Gender', 'Fem'), ('Number', 'Sing')])",19,det,,,0,Fem,Sing,nan,0,117,119
1,18,же,же,PART,,nan,17,advmod,,,0,nan,nan,nan,0,118,117
1,19,книга,книга,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Fem'), ('Number', 'Sing')])",16,nsubj,,,0,Fem,Sing,nan,0,119,116
1,20,в,в,ADP,,nan,22,case,,,0,nan,nan,nan,0,120,122
1,21,других,другой,ADJ,,"OrderedDict([('Case', 'Loc'), ('Degree', 'Pos'), ('Number', 'Plur')])",22,amod,,,0,nan,Plur,nan,0,121,122
1,22,форматах,формат,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Loc'), ('Gender', 'Masc'), ('Number', 'Plur')])",19,nmod,,"OrderedDict([('SpaceAfter', 'No')])",0,Masc,Plur,nan,0,122,119
1,23,:,:,PUNCT,,nan,19,punct,,,0,nan,nan,nan,0,123,119
1,24,http://royallib.ru/book/panteleev_leonid/chasi.html,http://royallib.ru/book/panteleev_leonid/chasi.html,NOUN,,nan,19,parataxis,,"OrderedDict([('SpacesAfter', '\\n\\n')])",0,nan,nan,nan,0,124,119
1,25,Приятного,Приятный,ADJ,,"OrderedDict([('Case', 'Gen'), ('Degree', 'Pos'), ('Gender', 'Neut'), ('Number', 'Sing')])",26,amod,,,0,nan,Sing,nan,0,125,126
1,26,чтения,чтение,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Neut'), ('Number', 'Sing')])",24,nmod,,"OrderedDict([('SpaceAfter', 'No')])",0,nan,Sing,nan,0,126,124
1,27,!,!,PUNCT,,nan,1,punct,,"OrderedDict([('SpacesAfter', '\\n\\n\\n\\n\\n\\n')])",0,nan,nan,nan,0,127,11
2,1,Леонид,Леонид,PROPN,,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",0,root,,,1,Masc,Sing,nan,0,21,20
2,2,Пантелеев,Пантелеев,PROPN,,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",1,appos,,"OrderedDict([('SpacesAfter', '\\n\\n')])",1,Masc,Sing,nan,0,22,21
3,1,(,(,PUNCT,,nan,2,punct,,"OrderedDict([('SpaceAfter', 'No')])",0,nan,nan,nan,0,31,32
3,2,Алексей,Алексей,PROPN,,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",0,root,,,1,Masc,Sing,nan,0,32,30
3,3,Иванович,Иванович,PROPN,,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",2,appos,,,1,Masc,Sing,nan,0,33,32
3,4,Еремеев,Еремеев,PROPN,,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",3,flat:name,,"OrderedDict([('SpaceAfter', 'No')])",1,Masc,Sing,nan,0,34,33
3,5,),),PUNCT,,nan,2,punct,,"OrderedDict([('SpacesAfter', '\\n\\n')])",0,nan,nan,nan,0,35,32
4,1,Часы,час,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Plur')])",0,root,,"OrderedDict([('SpacesAfter', '\\n\\n')])",0,Masc,Plur,nan,0,41,40
5,1,С,с,ADP,,nan,2,case,,,0,nan,nan,nan,0,51,52
5,2,Петькой,Петька,PROPN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Ins'), ('Gender', 'Masc'), ('Number', 'Sing')])",5,obl,,,0,Masc,Sing,nan,0,52,55
5,3,Валетом,Валет,PROPN,,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Ins'), ('Gender', 'Masc'), ('Number', 'Sing')])",2,flat:name,,,1,Masc,Sing,nan,0,53,52
5,4,случай,случай,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",5,nsubj,,,0,Masc,Sing,nan,0,54,55
5,5,вышел,выйти,VERB,,"OrderedDict([('Aspect', 'Perf'), ('Gender', 'Masc'), ('Mood', 'Ind'), ('Number', 'Sing'), ('Tense', 'Past'), ('VerbForm', 'Fin'), ('Voice', 'Act')])",0,root,,"OrderedDict([('SpaceAfter', 'No')])",0,Masc,Sing,nan,0,55,50
5,6,.,.,PUNCT,,nan,5,punct,,"OrderedDict([('SpacesAfter', '\\n\\n')])",0,nan,nan,nan,0,56,55
6,1,Гулял,гулять,VERB,,"OrderedDict([('Aspect', 'Imp'), ('Gender', 'Masc'), ('Mood', 'Ind'), ('Number', 'Sing'), ('Tense', 'Past'), ('VerbForm', 'Fin'), ('Voice', 'Act')])",0,root,,,0,Masc,Sing,nan,0,61,60
6,2,Петька,Петька,PROPN,,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Acc'), ('Gender', 'Masc'), ('Number', 'Sing')])",1,obj,,,1,Masc,Sing,nan,0,62,61
6,3,раз,раз,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Masc'), ('Number', 'Sing')])",1,obl,,,0,Masc,Sing,nan,0,63,61
6,4,по,по,ADP,,nan,5,case,,,0,nan,nan,nan,0,64,65
6,5,базару,базар,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Dat'), ('Gender', 'Masc'), ('Number', 'Sing')])",3,nmod,,,0,Masc,Sing,nan,0,65,63
6,6,и,и,CCONJ,,nan,9,cc,,,0,nan,nan,nan,0,66,69
6,7,разные,разный,ADJ,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Degree', 'Pos'), ('Number', 'Plur')])",8,amod,,,0,nan,Plur,nan,0,67,68
6,8,мысли,мысль,NOUN,,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Fem'), ('Number', 'Plur')])",9,obj,,,0,Fem,Plur,nan,0,68,69
6,9,думал,думать,VERB,,"OrderedDict([('Aspect', 'Imp'), ('Gender', 'Masc'), ('Mood', 'Ind'), ('Number', 'Sing'), ('Tense', 'Past'), ('VerbForm', 'Fin'), ('Voice', 'Act')])",1,conj,,"OrderedDict([('SpaceAfter', 'No')])",0,Masc,Sing,nan,0,69,61
6,10,.,.,PUNCT,,nan,1,punct,,,0,nan,nan,nan,0,610,61
7,1,И,и,CCONJ,,nan,4,cc,,,0,nan,nan,nan,0,71,74
7,2,было,быть,PART,,nan,4,csubj,,,0,nan,nan,nan,0,72,74
